Date,Stocks Sold
2017-01-12,2
2017-05-06,23
2017-07-11,55
2021-06-07,18
2016-05-31,148
2016-03-07,34
2020-10-04,39
2015-07-27,1
2019-09-01,136
2016-04-19,2
2017-02-05,102
2019-01-29,62
2020-01-01,80
2016-07-22,58
2020-03-06,160
2016-01-25,86
2020-06-06,14
2018-10-22,117
2019-01-19,8
2017-05-14,110
2016-01-14,4
2015-12-03,95
2015-04-15,91
2019-01-20,71
2018-05-17,127
2020-03-31,32
2018-02-25,65
2016-05-08,96
2016-11-07,2
2019-02-22,4
2020-06-03,124
2019-05-17,33
2018-09-21,99
2017-07-23,173
2016-03-08,86
2019-11-08,56
2020-05-09,87
2015-05-08,70
2020-08-30,129
2015-08-23,19
2016-07-30,71
2016-04-06,56
2015-12-03,30
2018-11-25,46
2018-08-14,10
2016-05-26,23
2021-06-20,125
2021-04-21,36
2021-05-12,4
2015-08-24,91
2020-12-25,9
2018-10-13,35
2020-05-15,136
2020-12-14,33
2019-03-01,35
2020-05-09,3
2015-08-02,73
2021-01-21,58
2015-04-24,70
2016-11-29,20
2018-11-24,10
2020-12-19,124
2015-12-26,67
2020-10-24,51
2016-03-28,10
2019-02-27,33
2018-03-17,8
2021-04-09,5
2016-05-01,2
2018-09-19,42
2019-02-10,12
2019-01-20,43
2016-06-06,63
2018-04-10,18
2020-12-12,11
2020-12-23,12
2018-07-31,124
2015-10-08,3
2020-11-13,141
2016-02-07,37
2017-01-02,15
2015-02-13,27
2018-01-21,9
2016-07-28,116
2021-01-19,133
2017-03-18,63
2016-12-03,30
2021-05-29,10
2016-04-17,66
2015-02-27,2
2015-01-18,125
2015-03-22,103
2017-01-06,104
2017-04-06,108
2019-11-06,138
2019-09-19,93
2018-09-24,21
2019-12-01,29
2017-05-21,17
2017-12-18,88
2015-07-14,98
2021-01-01,30
2019-02-02,24
2019-05-11,20
2020-10-14,49
2017-07-16,2
2020-12-19,20
2015-06-06,2
2018-06-20,104
2016-07-16,31
2016-07-26,11
2018-01-14,2
2015-08-15,29
2019-12-24,3
2016-12-15,13
2019-08-21,39
2015-06-12,50
2019-10-10,6
2017-12-02,8
2019-03-01,33
2017-03-06,1
2017-06-11,27
2017-03-26,31
2018-12-08,25
2016-07-06,126
2021-03-01,39
2021-03-13,130
2017-08-13,18
2019-06-07,20
2017-11-13,93
2019-07-16,16
2019-06-05,187
2015-06-08,3
2015-03-18,9
2015-12-03,107
2020-02-28,6
2016-05-08,20
2015-01-19,75
2016-09-27,101
2020-12-08,2
2017-07-10,48
2017-10-24,32
2017-10-11,68
2017-07-13,13
2017-09-10,96
2021-02-22,94
2018-08-11,101
2017-03-27,25
2018-05-09,10
2020-01-10,12
2016-02-26,28
2020-09-22,132
2018-04-04,62
2019-04-01,46
2015-07-31,83
2021-05-19,131
2020-02-01,68
2019-10-13,34
2015-02-07,21
2020-07-15,135
2018-06-30,81
2018-02-14,124
2016-03-14,57
2015-03-17,31
2020-02-05,43
2016-09-26,98
2021-06-10,151
2020-12-27,20
2018-06-20,2
2020-04-07,161
2021-04-09,98
2016-06-18,49
2018-04-05,54
2017-11-04,36
2016-04-19,157
2015-06-11,111
2017-05-04,1
2018-10-11,87
2015-07-18,121
2015-11-13,10
2019-11-19,109
2019-06-07,138
2016-03-19,46
2015-06-24,15
2015-12-07,17
2016-07-10,28
2016-05-20,23
2016-07-10,32
2017-04-01,128
2016-01-25,80
2016-06-03,7
2017-02-10,65
2019-04-20,110
2019-04-10,51
2016-05-29,67
2018-03-30,77
2018-04-21,99
2017-05-11,79
2019-07-19,129
2019-07-22,53
2016-05-20,173
2021-03-09,30
2018-10-30,112
2018-04-23,112
2018-01-25,10
2016-06-11,106
2016-10-08,88
2021-01-11,66
2016-06-21,8
2018-10-29,70
2019-02-20,42
2020-02-10,44
2018-01-19,2
2020-03-15,40
2019-05-20,17
2016-06-16,76
2020-04-23,10
2016-01-28,10
2017-10-28,27
2015-09-12,81
2021-03-22,7
2019-01-07,8
2017-08-22,59
2019-06-26,1
2017-09-13,24
2015-11-27,5
2017-01-03,38
2020-09-23,77
2017-02-06,42
2015-03-29,136
2016-02-04,132
2016-06-30,9
2015-11-20,79
2020-07-07,25
2015-10-14,41
2017-05-03,2
2018-05-03,12
2015-07-26,145
2017-11-27,182
2020-05-04,46
2020-01-04,1
2021-01-04,4
2019-02-07,78
2019-10-28,38
2015-05-27,120
2015-07-06,54
2015-08-25,18
2017-01-04,29
2015-03-03,19
2015-05-03,64
2020-11-04,2
2019-08-01,45
2020-09-26,91
2020-06-20,103
2015-08-09,55
2017-03-10,18
2016-03-05,27
2016-03-16,56
2016-03-15,13
2015-10-25,1
2020-10-07,38
2017-01-27,2
2018-01-18,101
2020-11-16,150
2016-09-05,25
2018-01-29,2
2016-08-22,19
2017-02-18,120
2021-01-22,144
2019-07-15,24
2015-01-04,56
2021-05-12,126
2019-09-22,24
2018-05-20,36
2021-04-15,15
2015-12-22,32
2018-02-04,107
2018-03-25,102
2016-11-11,85
2016-01-11,26
2020-01-12,25
2021-01-01,54
2017-09-24,41
2019-02-10,41
2016-08-08,144
2015-12-09,70
2018-04-05,66
2018-09-13,21
2016-05-14,49
2015-11-26,14
2017-05-27,43
2017-04-03,2
2017-05-21,87
2016-02-27,91
2020-11-17,109
2021-06-03,169
2016-02-27,103
2019-05-14,39
2021-01-12,142
2015-10-02,21
2016-09-22,1
2020-10-05,113
2018-03-27,28
2017-04-29,109
2020-10-28,12
2019-10-13,14
2016-09-21,64
2017-09-17,102
2017-02-06,24
2016-02-25,62
2019-09-04,34
2020-04-26,37
2015-07-28,84
2021-03-06,12
2015-06-23,113
2019-10-25,5
2019-12-14,47
2019-04-07,138
2021-04-19,101
2018-11-23,25
2018-04-10,8
2016-10-19,46
2017-10-30,14
2016-10-16,143
2016-10-01,52
2020-04-17,33
2019-05-25,78
2019-07-18,10
2017-04-05,26
2021-01-09,1
2021-01-01,40
2020-10-17,11
2018-08-01,3
2016-08-27,38
2020-11-29,99
2018-05-19,83
2021-02-10,1
2020-12-02,60
2016-01-03,84
2020-02-16,27
2017-01-07,9
2020-07-01,141
2021-07-05,145
2018-10-17,8
2020-06-07,4
2016-03-10,77
2018-05-19,122
2020-11-01,30
2019-06-10,1
2020-03-05,102
2016-04-14,144
2016-11-25,3
2020-07-02,46
2018-02-05,9
2017-08-23,32
2018-12-26,14
2021-01-23,49
2020-05-24,38
2016-03-20,141
2018-07-20,1
2016-08-21,47
2015-07-13,8
2017-12-19,35
2015-07-21,80
2020-10-31,42
2021-03-17,14
2015-11-06,114
2019-08-25,1
2019-03-23,106
2019-07-31,117
2019-04-29,18
2017-06-23,1
2019-03-04,54
2016-04-29,23
2020-10-30,68
2020-05-27,33
2016-06-12,87
2015-07-11,87
2017-01-31,25
2020-04-24,40
2017-02-27,1
2017-04-24,5
2019-01-01,170
2018-09-19,32
2020-10-29,3
2021-06-21,3
2016-03-15,14
2015-12-03,111
2019-08-23,142
2016-11-29,31
2015-01-03,29
2017-04-26,67
2016-01-04,2
2017-09-19,25
2018-05-02,29
2015-03-29,43
2015-03-30,31
2019-01-06,71
2016-05-16,62
2019-12-22,37
2015-03-07,17
2015-12-17,90
2020-07-08,175
2019-05-30,26
2021-05-07,3
2020-06-17,46
2015-06-04,78
2015-02-27,17
2018-01-12,5
2020-08-03,2
2017-12-02,48
2015-11-16,48
2015-10-16,33
2020-10-26,3
2016-09-07,33
2017-12-15,66
2016-12-23,13
2019-05-16,43
2017-07-10,72
2015-06-24,12
2015-01-18,162
2018-08-18,160
2017-03-26,115
2019-02-06,19
2017-12-29,4
2018-07-26,82
2017-05-03,82
2019-11-06,42
2015-01-21,127
2020-04-14,8
2019-11-21,8
2015-11-08,13
2015-12-12,23
2018-05-30,89
2019-08-23,24
2018-11-01,96
2020-10-26,4
2018-01-07,17
2019-04-12,2
2018-09-08,9
2018-07-13,72
2015-04-09,23
2016-09-28,18
2016-04-11,47
2018-01-31,70
2019-06-25,10
2015-08-13,11
2019-09-30,40
2017-07-12,29
2019-11-14,38
2019-11-30,12
2016-07-27,153
2018-01-01,157
2018-08-25,1
2016-08-21,154
2015-04-04,116
2018-06-30,19
2015-11-29,69
2017-06-24,61
2019-07-02,56
2019-04-14,18
2015-06-02,26
2019-05-23,78
2021-03-23,36
2018-12-20,9
2016-10-19,13
2017-10-01,10
2017-04-07,5
2016-02-22,112
2016-01-22,79
2016-04-21,33
2015-05-27,26
2016-10-16,12
2017-09-25,151
2020-06-12,6
2015-01-25,2
2015-11-26,29
2020-11-27,4
2015-01-14,88
2019-07-10,64
2015-09-10,132
2017-03-06,69
2019-07-13,75
2020-11-27,47
2019-02-18,22
2017-12-28,100
2015-02-12,78
2020-05-23,5
2015-12-27,25
2018-04-26,75
2018-12-22,11
2016-05-12,51
2016-07-14,3
2017-12-15,64
2018-03-31,86
2018-03-26,54
2016-11-28,24
2018-03-14,15
2017-12-30,1
2020-02-29,68
2015-09-12,102
2021-07-06,131
2016-08-20,62
2020-08-22,3
2015-03-28,61
2017-02-02,13
2021-06-21,62
2017-04-23,43
2021-03-23,20
2016-07-06,12
2018-06-24,4
2018-05-18,96
2021-06-10,4
2019-05-11,67
2021-03-25,6
2020-06-05,41
2021-06-26,63
2018-08-30,6
2018-04-02,117
2017-11-27,104
2020-08-18,52
2021-02-03,5
2018-04-16,92
2017-12-12,39
2020-09-10,30
2017-06-27,65
2020-01-08,98
2017-08-06,3
2015-10-31,93
2017-02-07,18
2020-12-05,5
2015-06-19,56
2019-01-03,5
2015-07-10,7
2019-08-14,104
2019-09-03,12
2020-05-16,88
2019-06-20,67
2019-07-24,32
2016-01-11,107
2019-11-01,21
2017-05-30,25
2020-01-09,5
2017-09-10,111
2018-08-07,5
2017-01-31,7
2015-03-07,130
2020-08-02,101
2019-07-04,32
2019-04-16,21
2020-04-26,79
2019-08-17,6
2015-11-01,53
2016-08-12,44
2019-10-22,29
2020-09-29,98
2017-02-10,7
2020-09-11,77
2015-09-15,117
2018-12-22,14
2018-09-13,11
2015-10-26,98
2020-12-27,62
2016-06-19,59
2018-04-28,15
2021-03-10,63
2021-05-24,12
2015-12-15,51
2018-06-05,39
2020-11-01,33
2019-01-15,33
2018-05-28,12
2018-02-06,52
2016-06-22,98
2018-04-22,52
2020-08-03,3
2017-06-01,4
2017-07-21,3
2016-01-01,34
2015-06-03,59
2015-06-18,36
2018-09-13,43
2020-02-20,36
2018-01-02,7
2018-04-21,14
2018-10-04,17
2018-04-18,65
2016-08-14,86
2021-05-24,59
2016-03-29,7
2020-11-29,1
2021-06-12,96
2017-01-24,41
2015-04-15,134
2021-01-29,33
2020-05-19,87
2019-11-12,99
2021-05-17,2
2019-02-08,2
2021-06-03,74
2021-02-19,27
2016-08-24,15
2018-07-05,1
2015-01-15,96
2019-06-09,20
2018-03-29,13
2015-10-02,49
2020-05-27,11
2015-07-27,42
2016-09-20,32
2015-06-08,34
2020-01-11,19
2018-08-21,134
2016-11-06,18
2018-12-07,65
2015-02-16,21
2015-07-01,72
2015-11-06,29
2015-03-24,18
2018-07-04,52
2016-10-01,125
2015-11-08,41
2016-02-22,98
2019-07-22,52
2020-03-21,76
2021-01-02,11
2015-01-28,8
2016-02-21,89
2015-07-22,3
2016-06-08,113
2016-09-04,181
2019-11-12,139
2021-03-25,79
2019-08-08,1
2019-04-10,59
2017-12-25,18
2016-12-28,96
2018-05-23,138
2020-01-13,125
2017-03-06,84
2020-01-07,71
2021-02-14,24
2019-10-18,28
2021-05-20,35
2021-03-25,104
2016-07-11,26
2020-05-29,59
2017-04-06,44
2015-07-22,12
2018-05-24,2
2017-03-20,68
2015-09-28,9
2021-02-16,17
2016-06-28,89
2015-06-23,105
2017-05-02,83
2015-11-01,12
2021-07-03,39
2016-12-28,13
2020-07-30,23
2015-04-13,21
2021-06-11,79
2016-07-12,14
2021-05-12,80
2019-12-14,4
2018-06-24,13
2019-01-21,4
2017-09-10,25
2018-04-22,9
2015-06-23,77
2018-07-18,14
2017-01-11,73
2016-08-24,19
2019-11-01,3
2015-08-05,12
2016-08-04,122
2015-08-25,50
2016-06-30,78
2021-05-12,36
2021-01-05,38
2020-03-25,43
2016-10-09,30
2021-04-17,86
2018-07-08,45
2019-07-25,185
2017-10-26,91
2021-03-24,11
2020-07-26,103
2016-10-08,43
2016-02-21,83
2016-03-22,14
2020-12-21,18
2018-12-10,138
2016-05-17,21
2015-08-08,20
2017-03-20,10
2021-04-04,35
2016-04-21,124
2018-09-15,62
2015-04-30,49
2021-05-28,71
2019-04-27,31
2018-10-12,109
2021-04-23,102
2018-01-05,90
2019-06-27,1
2017-07-02,79
2016-08-21,98
2018-02-11,40
2018-06-15,16
2020-07-08,37
2018-01-07,17
2017-04-07,18
2019-01-19,1
2021-02-20,98
2016-03-22,64
2016-06-24,26
2020-08-22,26
2017-09-09,157
2015-08-31,158
2019-06-01,83
2016-11-01,47
2018-06-20,100
2019-10-30,20
2016-02-08,89
2021-06-25,33
2015-04-02,45
2020-09-22,36
2020-03-19,33
2018-11-23,118
2017-02-10,58
2015-08-31,1
2015-07-17,147
2021-04-06,32
2017-08-13,71
2020-11-21,34
2019-11-16,9
2017-08-30,50
2016-10-16,87
2015-06-12,45
2018-01-26,32
2020-12-11,39
2019-06-03,4
2015-05-21,141
2017-12-23,71
2015-04-03,84
2017-02-23,33
2019-08-23,19
2020-11-10,23
2015-05-28,4
2019-12-02,8
2019-03-08,53
2016-02-09,64
2015-10-16,25
2020-09-20,18
2020-08-03,24
2021-07-03,44
2017-11-06,58
2020-05-06,4
2016-09-23,37
2017-04-21,23
2018-09-10,22
2020-11-24,50
2018-08-19,1
2018-04-15,18
2015-11-18,65
2015-07-22,52
2019-08-28,68
2017-10-19,25
2015-03-02,46
2020-06-26,52
2016-11-13,21
2021-01-15,175
2017-10-06,108
2015-03-01,8
2019-06-03,37
2018-09-24,31
2018-03-25,13
2018-01-22,4
2020-03-20,62
2019-07-15,38
2015-11-19,55
2016-11-03,21
2018-07-28,21
2018-01-04,4
2019-11-03,61
2020-12-26,17
2017-08-16,12
2020-10-09,73
2018-06-23,104
2016-08-23,55
2021-04-12,53
2017-04-01,117
2015-11-18,29
2018-05-02,52
2015-05-31,9
2018-04-21,115
2017-07-25,7
2021-03-31,28
2018-05-21,23
2015-05-01,15
2018-10-15,26
2017-07-28,37
2017-02-24,17
2018-08-14,50
2015-02-02,84
2017-08-24,9
2017-02-12,116
2020-07-21,30
2015-12-25,190
2017-11-16,13
2018-09-10,55
2018-10-13,17
2017-05-25,27
2017-11-16,20
2021-06-18,13
2018-09-06,33
2019-04-05,138
2015-02-07,68
2015-12-28,9
2019-02-23,53
2021-07-05,62
2016-06-24,71
2021-05-12,11
2016-11-30,45
2020-08-04,148
2019-05-18,8
2020-07-27,67
2015-05-27,34
2015-11-11,104
2015-06-23,11
2015-12-16,43
2016-08-29,2
2019-11-29,23
2017-07-17,3
2019-08-07,33
2019-04-19,37
2020-03-31,3
2017-11-07,43
2018-11-22,20
2018-03-01,18
2021-05-20,40
2017-12-21,39
2019-03-30,28
2021-02-02,69
2019-05-10,40
2019-04-12,41
2018-10-11,72
2019-03-24,50
2020-04-25,19
2018-07-30,85
2021-01-21,60
2015-05-23,38
2018-12-01,13
2018-03-10,90
2015-04-08,91
2017-08-25,59
2018-09-21,98
2016-01-29,9
2019-03-25,16
2018-03-10,3
2017-05-27,19
2019-07-31,64
2016-11-07,170
2017-09-25,2
2019-08-19,26
2018-11-29,72
2019-07-09,25
2018-04-16,105
2017-07-17,8
2020-07-26,150
2017-07-25,9
2017-10-27,49
2017-01-08,154
2017-01-29,23
2019-03-08,14
2018-04-28,107
2019-01-10,52
2020-06-03,5
2021-04-19,90
2018-10-26,91
2015-12-06,76
2015-03-17,65
2020-01-24,88
2016-09-09,30
2016-02-08,45
2018-06-19,39
2015-11-10,41
2019-11-06,108
2015-02-27,68
2019-05-07,7
2021-04-17,90
2015-12-22,64
2019-05-24,12
2015-10-29,96
2021-03-26,82
2016-12-01,6
2019-03-17,118
2017-05-24,1
2016-09-15,48
2018-11-22,105
2018-08-09,17
2021-01-27,32
2017-12-25,15
2018-01-01,56
2019-10-23,27
2021-03-10,52
2018-08-06,8
2016-09-01,65
2018-11-14,19
2019-10-27,86
2015-08-25,31
2016-01-05,99
2018-12-12,75
2018-05-11,30
2017-02-26,114
2015-09-23,4
2019-11-25,2
2016-11-07,10
2020-09-13,67
2015-09-19,172
2019-04-19,68
2016-06-03,116
2017-01-31,44
2015-08-01,19
2018-08-24,62
2019-05-12,31
2018-02-01,5
2021-02-07,6
2020-02-05,46
2020-06-06,37
2017-09-07,81
2015-06-24,5
2016-04-02,4
2015-12-19,172
2017-04-29,85
2020-11-06,9
2020-12-30,17
2015-02-03,13
2016-08-22,73
2015-08-06,55
2019-11-01,27
2018-04-15,35
2017-11-12,17
2017-02-14,22
2017-02-02,22
2015-03-19,134
2020-06-03,22
2016-09-04,19
2018-12-04,11
2017-02-14,114
2020-08-03,121
2020-08-26,16
2018-03-19,13
2017-04-03,3
2018-12-12,70
2018-07-01,130
2016-07-15,64
2018-04-24,71
2015-05-31,6
2015-05-31,13
2021-02-16,1
2017-09-26,11
2018-10-28,12
2018-08-07,17
2021-01-21,2
2017-06-18,176
2018-01-13,13
2015-12-01,114
2020-02-02,44
2015-09-03,94
2020-09-30,60
2021-01-09,32
2015-02-09,15
2016-11-04,68
2015-12-17,27
2019-02-17,1
2015-12-16,18
2018-03-21,49
2018-07-29,2
2015-04-03,59
2016-11-28,102
2015-09-16,2
2017-03-04,91
2018-03-08,145
2015-07-12,44
2019-09-01,106
2018-05-24,42
2015-09-15,23
2020-10-06,63
2015-09-07,36
2020-07-30,10
2016-12-26,67
2015-04-21,11
2019-04-12,31
2020-11-23,5
2015-11-09,56
2016-03-24,13
2017-06-26,19
2016-12-02,20
2021-03-11,131
2017-05-20,51
2021-05-11,16
2016-11-19,81
2016-10-27,10
2018-08-07,23
2020-05-09,103
2015-03-25,79
2020-08-30,3
2017-11-01,3
2021-01-22,37
2019-01-23,100
2019-04-10,15
2016-08-14,7
2015-03-08,106
2017-03-23,25
2018-12-14,155
2017-12-21,33
2016-08-18,26
2017-10-07,120
2018-01-11,48
2017-03-12,4
2018-08-21,12
2018-07-08,16
2017-06-26,14
2021-05-18,3
2017-08-16,37
2015-02-24,82
2021-03-21,8
2019-11-09,6
2021-06-28,137
2018-06-10,130
2018-08-13,92
2016-03-19,47
2016-01-15,31
2018-01-06,25
2017-08-08,32
2020-07-02,15
2018-01-11,31
2015-03-12,12
2019-08-27,21
2018-02-13,9
2015-04-02,145
2019-07-28,5
2015-01-07,5
2018-11-30,54
2020-07-06,43
2017-04-07,21
2020-07-23,1
2015-11-19,95
2016-07-12,55
2020-10-07,131
2016-01-22,10
2017-08-23,21
2020-07-16,21
2016-12-09,37
2017-02-08,87
2016-04-25,88
2016-07-18,12
2020-05-26,37
2021-02-05,4
2021-03-17,171
2018-06-07,138
2015-02-06,18
2018-11-08,149
2016-09-25,11
2017-03-25,17
2021-01-21,24
2016-01-31,63
2021-02-03,20
2016-06-07,166
2019-01-25,34
2020-08-18,87
2019-02-07,24
2018-12-13,24
2020-07-27,57
2015-09-05,99
2016-06-22,159
2016-12-23,98
2021-02-27,140
2016-10-09,1
2017-06-20,44
2020-11-28,9
2021-05-26,71
2021-05-20,44
2017-12-25,127
2018-04-12,70
2017-03-25,6
2021-04-06,103
2019-11-08,10
2017-04-24,62
2018-07-30,10
2016-09-21,110
2018-07-15,61
2016-03-18,6
2018-12-27,138
2015-02-11,110
2017-05-30,80
2016-04-20,45
2021-05-20,25
2017-02-12,46
2017-01-20,121
2018-10-19,158
2016-01-05,75
2019-11-22,68
2021-07-05,13
2016-03-05,18
2020-11-04,9
2015-03-25,12
2021-02-16,15
2018-10-30,173
2016-09-05,7
2015-07-21,138
2018-10-21,114
2018-08-28,24
2020-06-16,51
2020-09-02,99
2015-09-08,52
2018-03-25,86
2015-10-31,88
2015-08-17,3
2015-07-15,38
2020-11-21,9
2020-05-14,155
2020-11-26,4
2019-01-15,81
2021-02-04,11
2015-12-20,42
2019-05-28,103
2019-12-07,21
2019-12-17,39
2017-06-08,15
2021-02-13,153
2020-02-23,85
2018-02-23,72
2016-05-16,75
2018-02-15,23
2015-06-18,83
2020-06-02,92
2019-02-08,94
2015-09-26,48
2020-07-17,29
2016-10-02,14
2016-03-25,35
2017-06-16,58
2015-02-23,74
2019-02-28,54
2019-01-03,17
2018-06-27,11
2016-01-24,17
2018-04-20,7
2015-10-04,26
2017-01-01,20
2015-06-19,4
2019-07-25,16
2021-06-06,5
2015-09-16,7
2018-03-24,77
2017-03-11,24
2017-01-11,8
2020-06-18,2
2016-07-26,32
2018-07-14,12
2017-11-03,44
2016-02-05,115
2019-04-14,4
2020-03-02,7
2015-01-19,63
2017-05-13,50
2016-10-17,75
2017-04-02,68
2015-02-25,75
2016-10-15,6
2020-02-18,51
2016-10-13,91
2017-03-01,26
2017-03-21,19
2018-06-22,51
2018-09-15,16
2016-10-13,153
2016-02-27,12
2020-11-22,66
2018-10-30,130
2017-12-25,22
2016-04-02,31
2015-04-21,4
2015-01-23,182
2018-07-10,6
2017-05-31,6
2016-09-23,24
2021-06-08,55
2015-06-29,109
2016-01-13,2
2020-03-09,8
2015-01-07,119
2019-02-18,118
2018-10-05,37
2018-07-24,11
2018-08-09,98
2016-09-08,108
2019-12-17,32
2016-05-29,4
2018-04-08,17
2015-10-29,33
2020-06-24,64
2021-06-18,24
2019-03-16,86
2017-09-27,70
2017-03-24,64
2015-11-03,95
2019-09-08,67
2019-04-17,17
2017-02-22,148
2021-03-17,30
2018-11-12,32
2017-06-12,59
2016-02-16,16
2020-12-25,22
2020-07-05,19
2018-10-10,122
2021-05-18,54
2020-11-06,4
2016-10-07,36
2018-12-17,54
2015-03-09,36
2017-05-29,80
2020-05-25,83
2020-12-27,41
2020-02-28,41
2016-11-11,175
2020-05-04,69
2020-01-20,103
2021-02-10,77
2019-10-03,18
2019-08-19,104
2021-06-24,3
2015-06-27,116
2017-11-28,53
2021-01-01,6
2020-08-29,30
2016-11-18,172
2018-02-08,6
2015-04-21,74
2020-08-26,175
2020-04-26,37
2016-02-21,39
2017-10-23,24
2020-07-08,24
2017-12-29,14
2019-03-31,13
2017-07-11,29
2020-02-02,24
2017-03-21,104
2015-12-17,126
2020-06-03,19
2020-04-26,12
2020-09-26,111
2015-03-12,6
2020-08-28,20
2017-02-05,56
2015-01-03,4
2020-06-29,24
2016-03-08,10
2019-05-16,13
2017-10-04,11
2021-03-01,30
2020-05-14,91
2016-04-24,27
2018-03-28,26
2021-01-08,16
2016-08-27,68
2021-02-25,4
2019-03-08,8
2019-01-19,139
2015-06-24,141
2016-12-04,8
2018-07-04,84
2015-11-09,137
2015-05-31,80
2017-01-01,104
2021-03-23,31
2016-12-17,151
2019-02-17,26
2016-10-17,31
2017-06-21,12
2021-02-23,64
2019-05-18,95
2019-05-05,89
2017-05-05,16
2017-06-21,61
2021-03-23,41
2017-02-10,18
2015-07-05,61
2018-04-08,45
2021-06-03,49
2018-03-22,108
2019-05-12,101
2019-03-07,97
2018-04-04,117
2015-11-22,9
2015-04-06,60
2017-05-23,106
2020-06-11,20
2017-05-04,129
2017-09-07,46
2018-11-27,73
2016-03-21,97
2020-06-21,77
2015-09-30,45
2015-12-12,16
2015-09-28,167
2019-02-18,54
2021-05-29,1
2018-08-16,40
2017-01-05,4
2017-02-21,12
2017-12-08,20
2019-06-11,27
2017-10-27,40
2019-09-20,120
2016-12-07,72
2015-10-30,21
2017-01-27,12
2020-09-03,5
2016-10-25,87
2020-07-24,10
2017-01-28,8
2018-08-27,29
2018-12-26,48
2021-02-15,22
2021-02-20,29
2019-12-03,33
2020-07-10,1
2018-01-28,1
2020-05-11,166
2015-01-11,11
2018-03-13,131
2015-08-04,68
2018-11-07,15
2019-05-26,7
2015-07-25,4
2015-09-11,13
2020-09-17,7
2019-02-26,51
2019-05-03,92
2016-03-26,2
2015-11-03,92
2020-08-28,21
2020-06-30,32
2018-08-20,69
2015-01-04,80
2018-09-29,29
2019-06-22,37
2018-07-28,8
2017-12-29,44
2020-01-30,103
2017-05-18,36
2015-08-21,125
2020-02-24,29
2017-02-26,5
2018-06-10,4
2016-10-01,56
2015-10-29,34
2018-03-13,48
2018-12-08,51
2021-05-23,55
2019-08-10,140
2017-05-20,49
2019-06-17,109
2016-03-03,67
2016-10-22,171
2021-04-17,15
2019-08-23,13
2021-02-21,40
2018-10-31,50
2015-12-02,85
2015-09-18,125
2020-04-29,30
2019-09-29,80
2017-12-01,69
2021-06-14,122
2015-04-27,13
2015-06-23,116
2015-11-20,84
2015-10-14,107
2018-03-11,128
2016-10-31,25
2020-07-04,76
2021-02-13,9
2018-02-18,29
2016-11-19,125
2016-11-08,4
2018-05-27,23
2019-02-05,62
2018-08-12,45
2015-01-05,64
2018-07-07,67
2015-08-15,99
2015-03-15,171
2018-06-20,4
2015-09-04,138
2015-05-29,99
2016-03-26,39
2018-11-18,38
2017-05-25,49
2019-10-05,62
2019-06-23,35
2016-11-17,20
2017-09-14,93
2018-05-16,1
2016-02-04,16
2015-04-08,143
2016-07-16,36
2019-10-14,52
2019-09-01,56
2021-02-16,52
2015-03-29,109
2020-01-30,3
2016-06-15,109
2016-07-11,46
2017-05-03,44
2016-03-25,62
2021-06-27,37
2018-06-21,50
2018-01-02,47
2020-09-06,87
2017-04-24,49
2019-06-07,93
2017-06-22,6
2016-12-21,9
2016-06-15,94
2018-12-22,23
2015-10-04,149
2015-07-26,16
2018-08-14,8
2018-12-13,166
2017-05-24,22
2019-03-23,11
2019-08-01,27
2019-02-28,119
2018-05-02,63
2021-04-03,7
2018-12-19,3
2021-02-23,52
2016-09-30,20
2018-08-12,144
2019-07-04,6
2020-09-01,111
2017-03-31,58
2016-02-12,30
2016-07-09,88
2018-09-26,17
2018-11-25,49
2017-12-04,14
2021-02-20,132
2021-04-10,126
2021-05-12,65
2019-02-20,5
2018-06-30,11
2020-05-08,73
2019-09-05,5
2019-11-06,75
2020-01-04,47
2015-11-20,101
2019-02-03,6
2016-09-04,49
2020-06-22,10
2015-02-15,5
2018-07-25,14
2019-03-29,138
2021-04-04,51
2019-07-31,84
2016-12-13,19
2018-01-19,24
2015-12-10,68
2019-10-16,94
2017-05-23,1
2016-07-01,51
2017-12-04,47
2016-03-17,73
2020-12-04,2
2020-04-07,79
2019-09-07,100
2019-01-26,24
2019-09-02,23
2019-10-07,63
2017-07-31,27
2019-11-02,32
2015-04-15,42
2018-12-06,11
2020-02-04,86
2015-12-22,75
2019-06-30,79
2020-10-02,28
2016-06-22,105
2016-09-27,6
2015-08-23,124
2016-05-31,18
2018-12-26,7
2016-02-28,71
2017-11-08,87
2018-02-19,2
2015-09-19,25
2019-08-25,54
2018-09-04,94
2018-04-01,88
2019-04-03,112
2015-02-13,30
2018-12-07,9
2019-03-06,83
2016-10-03,76
2020-05-15,58
2017-12-09,32
2018-12-18,18
2016-06-10,148
2020-07-28,38
2020-07-23,59
2016-10-29,4
2021-01-07,28
2019-05-26,36
2016-09-09,46
2017-10-14,54
2019-02-13,82
2017-07-25,44
2021-06-16,8
2020-07-30,40
2017-07-07,19
2020-03-20,2
2015-06-13,8
2020-01-26,24
2020-10-12,106
2015-01-05,120
2018-04-02,23
2021-07-01,69
2015-01-22,53
2020-05-31,107
2020-01-11,89
2017-06-03,16
2019-06-13,17
2017-03-22,18
2020-05-18,38
2016-09-20,8
2019-07-01,82
2020-09-10,91
2016-03-10,40
2021-03-14,28
2019-02-08,62
2016-09-10,117
2018-04-13,38
2021-04-23,93
2016-08-09,6
2018-12-05,4
2015-06-26,94
2020-11-29,124
